listing_id,comments,keywords,sentiment
921664383237378710,"This apartment is beautiful and very comfortable. Absolutely no complaints about the apt. We loved the building pool and gym, especially the additional yoga room and outdoor space! We also appreciated having a coffee shop downstairs. The only thing I didnÃ¢?Ât quite realize is that itÃ¢?Âs not really in the downtown. ItÃ¢?Âs steps from Rainey street so convenient if youÃ¢?Âre there to party, but a good half hour walk to S. Congress and the Capital area. ItÃ¢?Âs surrounded in construction so just not as nice a location as I was expecting. That said, still very worth it for the comfort of a nice apt.","stair, step",Neutral
921664383237378710,"Great location, just as described! Only three elevators so at times we had to wait a while to go up/down, but not a huge issue. Would definitely recommend.",elevator,Neutral
929692591997420534,"We had a great UT graduation weekend.  This is an upper story guesthouse.  1 flight of stairs to a spacious deck and push button secure door entry.  The place was beautiful and we were so comfortable the whole trip.  It is close (about a mile) to the UT Campus - just far enough away to be very private.  Tall ceiling and skylights made it very spacious.  Washer dryer, walk-in shower, huge lit bathroom mirror were all top notch.  I can't  recommend this location enough.  When we come back to Austin for a football weekend or get together this will be our first choice !!!","stair, spacious",Negative
930076351166284235,"I had a great experience staying here! I was lookign for a place walking distance to ACL as UberÃ¢?Âs are challenging, especially at night. This was the spot. ItÃ¢?Âs a little over a 30 minute walk back, not an easy walk but comparable to what youÃ¢?Âd walk to get an Uber anyway. The space itself was very open and spacious, actually bigger than I expected. There is a nice sized patio, plenty of living space and spacious bedrooms and bathrooms. It had easy access to Bennu downstairs, a 24/7 coffee shop. The instructions were clear getting in. <br/>The only negatives were that the host was right, the noise does need to be very minimum as the walls are very thin. So be mindful after 10, inside voices. Also, the cost was a little high for a maximum of 4 people in the space but I understand noise could be a problem with more.","stair, spacious, big",Neutral
930076351166284235,"IÃ¢?Âll start off by saying, you probably wonÃ¢?Ât find a better space for the price near downtown Austin. Two bedrooms (three beds) and two bath is pretty rare, and the space was very nice and clean, despite missing a few things like coffee filters and basic seasonings.<br/>The reason I rate it a four not a five is that the communication was excessive (probably 10+ reminder messages over three days), they added checkout tasks not listed in the posting, and the building itself was kind of trashy (literally cloths on the ground in and around the elevator every single day). The rules seemed very strict to the point where my friend and I felt uncertain whether or not we could have a normal conversation after 10 pm without getting charged a $1,000 fine. Yes, $1,000. We did go to the rooftop area which was nice and mostly unused, but unfortunately the pool didnÃ¢?Ât seem to be cleaned daily (we did notice it being clean on our fourth/last day). <br/>I would stay here again, but cautiously.",elevator,Neutral
930076351166284235,"Great location just like it says 5 min walk up congress either way leads to everything you need lots of shopping restaurants and down town Austin with in a walks distance , 24 hour coffee spot next door is great , the taco joint across street is great as well , place was just like listed and we enjoyed our stay , only issue for us was that the elevator was down and we were on the 4th floor and was not repaired during our stay maybe because of holiday weekend but either way satisfied",elevator,Neutral
930076351166284235,"The place was perfect for a short stay in Austin, just across the bridge from downtown! Unfortunately when we arrived at check in time the place was still being cleaned and took an extra two hours to be ready. Supposedly the previous guests had trashed the place so not the hosts fault but not ideal. Also gaining entry to the main gate, parking and elevator was accessed through an app which didnÃ¢?Ât let multiple people log in so that was a bit of a hold up at times. Overall the place is absolutely lovely just a few situational things",elevator,Neutral
930076351166284235,Great spot located just outside the heart of downtown Austin and the river. Most things were around 1-2 mile walk or cheap uber/lyft away. The unit itself was awesome and very clean! The apartment building does need to be cleaned up and repaired since the elevator seemed to be broken for quite some time. Host is helpful and quick to respond. Would recommend this for any trip to Austin!,elevator,Neutral
930076351166284235,Great value in a great location but the elevator was broken our entire stay which was frustrating being on the 4th floor. Beds were comfortable and clean as was the apartment in general. The apartment was in range of electric scooters making it very easy to get around. I would recommend!,elevator,Neutral
930724727295093178,"This place was just like the pictures showed. Very cozy, with spacious bedrooms. The unit was very clean. The description doesn't say the unit is on the second floor but that wasn't a big deal. Access was really easy with clear instructions. There is a balcony that wraps around the unit, just made sure all the windows were locked.  Plenty of parking available close to the unit. The neighborhood was quiet. We came to Austin to take a state required test the next day at 8am. My only complaint was the noise coming from the unit above us, there was a child running back and forth until at least 1:45 am maybe even later then that. I did read the reviews and only one previous review mentioned the upstairs noise, so I figured we'd give it a try since it was just one night stay only. Unfortunately we will not be using this location again due to the noise.","stair, spacious, big",Neutral
932533594015694629,"Outstanding house in beautiful surroundings.  It's quite the comfortable home with plenty of seating and room to spread out.  Large kitchen made it easy for several people to work together.  Large dining room and table allowed us all to eat together.<br/>It's a very private setting with pool and spa. Late November was too cool for the pool but we very much enjoyed the spa. Instructions for use were easy to follow and it heated quickly. Reminded us of a hot springs soaking pool; so much so that the blowers were unnecessary.<br/>One bedroom and bathroom are on the main floor; three bedrooms and 2 bathrooms are upstairs. Two are Jack&Jill style, but each have their own sink. <br/>The primary bedroom is huge with a bathroom big enough to accommodate both guests at once. Bedroom has lots of windows which are nice for the views but also to provide illumination since lighting is on the slim side.<br/>There are interesting features throughout. Especially helpful was a fenced dog relief area. All very nice.","stair, large, big, lighting",Neutral
922419141539122125,"John was an excellent host! Very responsive and accommodating for our last-minute booking. His place was very nice, clean, spacious, and easily accessible. Would definitely stay again!","accessible, spacious",Neutral
933313248364637815,This place was so cute! There was 3 couples and was awesome having the 3 queen beds rather than only 1 room with a big bed and the rest being twins or a pull out couch. There was more than enough space for all of us.<br/>Living space was quite big with 3 different couches which made it easy to visit and not be cramped. <br/>Amanda communicated quickly and was flexible with check in. Easy to access and private. This was only about a 20 minute from downtown.<br/>Overall very good stay!,"ramp, big",Neutral
922731322299590177,"Very spacious, clean and quiet neighborhood. About 30 min drive to downtown Austin and 10 to the Domain. Plenty of space for our party wether it was in the kitchen eating, out by the pool, hanging in the living area or upstairs in the game room. ItÃ¢?Âs definitely saved on my favorites list.","stair, spacious",Neutral
922731322299590177,"We had a great stay with extended family for the eclipse. We watched from the pool area and had a fabulous time lounging, playing the retro game machines and playing pool or playing in the pool. The hot tub was a popular spot too. Gary checked in with us every day and made sure that we had a nice crib for the newest family member. Everything was clean and inviting.  Quirky front room with a vintage Honda scooter and the upstairs arcade were actually kind of cute. <br/>DonÃ¢?Ât worry about the arcade making a bunch of noise or flashing lights, the games were virtually silent.","stair, tub",Neutral
933428459701039147,"This place was great! As soon as we stepped inside, we were at peace because of how clean and orderly (but not lacking in style) the place was. The hammock in the back was our favorite, especially on a hot summer day, to relax under the shade, stare up at the trees, and listen to the birds. The hot tub was a great addition and provided us with some night time relaxation. We were also happy to find board games there for usÃ¢?Âon our short stay, we busted out Scrabble instead of watching TV, which made the trip extra cozy and special (we hadnÃ¢?Ât played in so long). Great place, and with the price being the same as a hotel room, we would pick this over Doubletree every time!","step, tub",Neutral
933566601513905317,"Thanks for a great stay in DT Austin Mitch. Your place is a bright, spacious apartment as described and the check in / access process is super simple. The access to DT Austin amenities is also noteworthy, everything you need is on your doorstep Ã°ÂÂÂÃ°ÂÂÂ½","step, spacious",Neutral
934945294969776962,"Place was clean, had everything we needed, and affordable. Downtown is about 20 mins away and plenty of things to do at night. A couple things to note is the area around the house isnÃ¢?Ât the best (but we felt safe) and all bathrooms are upstairs, but the rooms were spacious, host was very responsive, and the house was very affordable for our party.  Would stay again!","stair, spacious",Negative
934945294969776962,"Tod and Lauren were great hosts! They responded within the hour on any questions! <br/>The place was cute and homey. Living room is spacious and kitchen had everything needed to make breakfast and lunch. <br/>They were proactive and offered suggestions for breakfast, lunch, dinner and activities during out stay. <br/>Only thing I would suggest is a TV in the master bedroom since there is only a TV in the living room and all the bedrooms are upstairs. <br/>Each room has a window unit and it works really well in keeping the place cool and comfy. There is also a central AC unit as well. <br/>Really would recommend if you want to go relax and also go on walks in the morning.","stair, spacious",Neutral
924117306854909013,"Upon arrival noticed the building was a bit older. Apt is on 3rd floor on East side of complex; far right side of building. Stairs only. Living room has about 5 chair, borrowed one from bedroom. Sleeps at least 6 people. Beds were very comfortable! Lots of towels for bathrooms. Ryan was super friendly and helpful with clear instructions! Parking spots are a bit tight if you have a large vehicle. Overall a great place to stay.","stair, large",Negative
924532373946364856,"Very happy with stay. Clean, nicely laid out , efficient use of small house which was. Plenty big for 3 adults (3 br) .  DidnÃ¢?Ât feel cramped.  Everything updated in house and worked .  Hosts friendly and responsive.  Beds updated and comfortable but not too hard.  Cowboy pool was the bomb. A must in austin in summer.  Only issue was the back abuts to parking lot of a strip mall,  which can be noisy early in am or late at night.","ramp, big",Neutral
924735414206829990,"The townhome was spacious, quiet, and in an area that felt safe which we appreciated. Ryan was a responsive host. <br/>When we arrived and there were no washcloths, bathmats, or extra towels, Ryan brought us some. When we identified the remote for the main TV as missing, he ordered us another. When we figured out the reading lamp in the living room and the dryer upstairs were both missing switches that would make them turn on, he apologized for the inconvenience. Overall, we had a nice stay but would have liked to have had everything working and in place from the beginning.","stair, spacious",Neutral
935555342435054562,"We stayed at Stephanie's Airbnb home as a group of 5 friends over the F1 weekend. Her place was very delightful. Stephanie is very responsive and she even accepted a package for me (we sent over tshirts) and left it inside for us for when we arrived. The place is very spacious, clean, and has a large peaceful yard and pool. Everything matched the description. We were very pleased with our stay and would recommend.","step, large, spacious",Neutral
936202490935159524,"We stayed here for my sisterÃ¢?Âs bachelorette weekend and it was the perfect place! Jessica was very friendly and flexible with our check-in/check-out times and very responsive. The house is beautiful and looked just like the listing; the hot tub was everyoneÃ¢?Âs favorite part. We didnÃ¢?Ât really venture out into the surrounding area but it felt very private and safe.<br/>The house was well stocked with kitchen items, appliances, cleaning materials, etc. We found everything we needed and more. Some of the girls were chilly in the downstairs room at night so if youÃ¢?Âre easily cold maybe bring additional blankets but thatÃ¢?Âs an easy fix. Overall would highly recommend!","stair, tub",Neutral
936202490935159524,"Jessica was such an amazing host! Not only did she go above and beyond to accommodate & answer our questions, but she was so attentive and easy to talk to.<br/>The house was just perfect for our group and it had so much uniqueness and personality to it. From the decorations to its outside area, the house felt like we were in a villa in Italy. <br/>For the location, it was so perfectly located by Lake Travis and close to the marina. It was easy to locate when driving and lots of driveway / parking so the cars are not on the road. <br/>For sleeping arrangements, the master and upstairs bedroom both have bathrooms. The bunk room is in a very large room with lots of storage for guests.<br/>Fun things about the houseÃ¢?Â¦ the hot tub was great and the tipy outside was a nice touch when wanting to relax. <br/>We would absolutely recommend staying here for any vacations!","stair, large, tub",Neutral
937023392952709719,Everything she said it was. We had an issue with the upstairs air conditioning unit but May had someone out the same day that I called her and the issue was resolved immediately. Would definitely recommend this place to anyone looking for a place to stay for a large group. I had 4 guys working in the area for a couple months and this place was perfect.,"stair, large",Neutral
927770135262333104,"We had a marvelous few days in the house. It was absolutely perfect for our extended family. So many details made us feel at home. And what an amazing kitchen too!<br/>Rachel was beyond responsive and accessible. And so nice to help me navigate the pool and spa settings, the lighting system, the tvÃ¢?Âs, etc. <br/>We want it to be our home away from home whenever we come to Austin Ã°ÂÂÂ","accessible, lighting",Neutral
927770135262333104,"First, Rachel is one of the best hosts I've ever encountered. She's very responsive and went out of her way to make sure our stay was pleasant & comfortable. Upon check-in, the downstairs bathrooms weren't clean but she quickly sent someone to take care of that while also sharing some helpful hints about the hot tub/pool. While we weren't able to fully take advantage of the spa due to the weather, Rachel came out during the rain to make sure it was working & actually heating.  This property was a perfect space for our family to celebrate a milestone birthday and the covered patio provided the perfect seating space to continue our outdoor hibachi experience without getting rained on.  While the property is 15-20 minutes away from much of the restaurants and sights, we did spend most of our stay at the property; had games for the kids, plenty of activities, and the patio fireplace made our outdoor seating even more cozy. Thank you again Rachel!! We'd definitely stay here again!","stair, tub",Neutral
928387164826448513,overall good stay and we would return. the hosts were laid back and responded quickly to our questions. there was one bed where the sheets were not changed and had hair on it which was off-putting. the stairs were not well swept but the rest of the place was clean. clean up instructions were very simple which is appreciated. the first floor is not super large but our family of 10 was fine eating at various spots,"stair, large",Neutral
937279156922082387,"I came with my husband and elderly parents for our daughter's graduation from UT.  My parents have issues with mobility (wheelchair, walker, cane) and have not left their home in years to stay elsewhere.   They repeatedly said how much they loved this Airbnb - how comfortable and peaceful it was and would return.   All of us thought the location, home and amenities were great and the backyard and porch were peaceful - even enjoyed the rooster next door and the bunny in the back yard.   I would highly recommend staying here.  In fact,  my family has asked to stay there next year for the next graduation.   Also, it was about a 5 minute drive to the Central Market.  So we were able to get supplies as needed.","wheelchair, elderly",Positive
937595726620426069,"We had such a great time staying here! The views were stunning and location was very relaxing. We loved the screened in porch which allowed us to spend time outside free from any mosquitoes and other critters. The yard was also the perfect size for lawn games. We didn't have a boat, but wish we did - the private boat ramp and docks would have been perfect for a day on the lake. Home had all the amenities we needed for a long weekend. The only downside was that the driveway is very steep and narrow, however, that is to be expected in the hill country. Overall, a 10/10 experience and would love to stay here again!",ramp,Neutral
929056006339989028,"We rented Kyles  place for a family gathering. It was spacious and homey. The decor is modern and stylish and the kitchen was perfectly appointed. The beds are super comfy. And the custom shades on the windows blocked out all the morning light. Every detail was considered in the design of this gorgeous house. Everyone in the family had space to themselves and  places to gather.  The secret bedroom is truly creative and special. This rental is not great for anyone with mobility issues, as the bedrooms are located up some steep steps. That said,  I highly recommend this spot. Thank you Kyle!","step, spacious",Negative
929056006339989028,Villa Hermosa was a beautiful house that had so much style and spaciousness. The Ã¢?Âspeak easyÃ¢?Â hidden suite upstairs was a thrill to find and Kyle was an exceptional host!  The home was perfect for our annual girls Christmas celebration.  Austin has so much to do and yet Villa Hermosa was still our favorite place to be on our trip!,"stair, spacious",Neutral
929056006339989028,From the moment we stepped in house we knew we made the right choice. It was a fantastic place to hang and relax as well as take in the nightlife. Kyle was super responsive and followed up to be sure all was working properly for us. Pool/hot tub was a super plus!  Area is in transition lots of new homes but still some old ones. Totally safe and nice being close  to downtown but enjoyed the chill vibe of area.  Would definitely book again:),"step, tub",Neutral
929056006339989028,"Villa Hermosa was nothing less than exquisite and aesthically pleasing. High level attention to design! Kyle was a great host, proactive and clear with check-in instructions, as well as helpful and knowledgeable with surrounding cafes and eateries. We felt inviting warmth even before check-in. <br/>Villa Hermosa was everything we expected and more. Charming and a great place to recharge to say the least. The property was exceptionally equipped and manicured with anything you might need during your stay. The house is steps away from ladybird lake walking trail and a playground for the kiddos. The backyard hottub/pool was a great accessory to come back to after a day of exploring the neighborhood/Austin. Whether you're visiting to create more family memories or just need some well deserved R&R, this is it!!!  10/10","step, tub",Neutral
937937861893904407,"5 stars all around! The cleanest Airbnb IÃ¢?Âve ever stayed in. The backyard and pool was amazing. Loved the little touches in the backyard and around the house - great artwork, mood lighting, smart fridge, accessible laundry, etc. All of the backyard mood lights are on a timer including the multicolor swan floaty which was not at all expected but just so fun and pretty. Beds were comfy. Neighborhood was quiet. Really could not have asked for anything else. Our group loved it. WiFi worked great too.","accessible, lighting",Neutral
937937861893904407,JoshÃ¢?Âs home is a great find for a stay in Austin - especially if you have a larger group. It was spacious and has plenty of space for our group of 8. Each room was spacious and had pretty good closet sizes too. <br/>Its neighborhood was about a 15 minute Uber ride away from the downtown area so it was very accessible. The rooms /bathrooms had plenty of towels and all the basic necessities. Backyard space was also amazing with the pool and deck. Josh was super responsive anytime I had an inquiry. Would recommend for your future stay in Austin !,"accessible, large, spacious",Neutral
940696102828375085,"Would rent again! My teen daughter and I stayed at GeorgiaÃ¢?Âs place for ACL weekend. I liked that we could walk to Zilker if we wanted, took about 30 minutes, but not too bad. An Uber was less than 7 minutes ride. Loved the Swedish Hill cafe steps outside the front door. Great for morning cappuccino and pastries. Afternoon wine and charcuterie. The living room and bedroom were nice sizes. The kitchen and bathroom on the small side, but doable. My daughter and I did have to take turns getting ready in the bathroom, but there are also mirrored closet doors to stand in front of. I liked having the ability to wash and dry clothes in the apartment. There is a little noise outside being behind a restaurant, but it wasnÃ¢?Ât too bothersome. You can hear some walking from the upstairs apartment. Earplugs may be helpful if youÃ¢?Âre a light sleeper. The bed was comfy and room dark. AC cooled well. Great little area!","stair, step",Neutral
940696102828375085,"This place is all about the location! Right behind Swedish Hill for morning coffee, a block from Whole Foods, and an easy walk to downtown. Georgia was a great host, very communicative and accommodating. The noise from above was a real issue for my needs. If the people upstairs were home, it sounded like they were in the room with you. I could hear full conversations, vibrating cell phones I thought were mine, and oh the footsteps. The other thing that isnÃ¢?Ât obvious is the apartment is on the ground level, so people walk by, cars pull in, headlights, etc. - you canÃ¢?Ât open the blinds without foregoing privacy, and natural light is super important to me. If that doesnÃ¢?Ât matter to you - this is your spot - the location canÃ¢?Ât be beat!","stair, step",Positive
939205017183797847,Conveniently located close to several wedding venues around the area. Close parking for easy unloading and loading. Clean and spacious. Tennis/pickle ball court 10 steps from the back door. Easy and quick communication.,"step, spacious",Neutral
939313902102207704,"I was in town for a concert at The Moody Theater and Kendall's place was an excellent stay. <br/>Less than a 10 minute walk to the venue, secure parking and a pretty good view of the city.<br/>Check in was painless and easy. Parking was super easy.<br/>The key fob for the elevator was a little tricky to get working but once I figured it out. it was smooth sailing.<br/>great place to stay and would definitely stay there again for my next show in Austin.",elevator,Neutral
941297467001931172,"David's place is a beautiful spot to stay in Austin. It's spotless, quiet, and has all the amenities for one's stay. My bedroom was clean and spacious, and the bed was comfortable. The common space/working area is very lovely, and it's perfect for those who are looking either to explore Austin or work quietly. The hosts are very nice and have a great sense of hospitality and they respond almost immediately and always check on. I would highly recommend this property to solo travelers traveling for tourism or work, couples, or family for their stay. For those who do not use a car, it is easily accessible by public transport, merely a few minutes walk. I would definitely love to stay here again when I'm back in Austin!","accessible, spacious",Neutral
939313902102207704,Apartment with perfect location in the heart of Austin. You can find a lot of restaurants and pubs nearby.<br/>Apartment was super clean and as described. We enjoyed relaxing at the pool and visiting gym. Also it was super nice to grab a tea or coffee from the lobby.<br/>You can park your car in the garage easily and take an elevator to the apartment.<br/>Highly recommended.,elevator,Neutral
939663868846716965,The Airbnb is very spacious and clean. The living room and kitchen space downstairs is great for relaxing and hanging out - especially the deep couch. The host has a policy for requiring off-site ID validation + deposit / insurance which we really weren't comfortable with but the host was communicative and ultimately flexible. The location is a short Uber from downtown and the tourist spots.,"stair, spacious",Neutral
939663868846716965,Very nice place in a nice area with a park right across the street. Beds and couches were very comfortable and spacious especially the couch downstairs  in the living room.,"stair, spacious",Neutral
940558360730814569,"Staying at this loft Airbnb with skyline views of Austin, TX, was an absolute dream come true. From the moment I stepped inside, I was greeted by modern elegance and a sense of spaciousness that immediately put me at ease. The panoramic views of the Austin skyline were simply breathtaking, especially during sunrise and sunset when the city lights danced across the horizon. The loft was impeccably clean and thoughtfully decorated, with every detail carefully curated to ensure a comfortable and memorable stay. Whether I was lounging in the cozy living area or preparing a meal in the well-equipped kitchen, I felt right at home. Plus, the location was unbeatable, with easy access to all the vibrant attractions and delicious dining spots that Austin has to offer. I can't recommend this loft Airbnb enough for anyone looking to experience the best of Austin in style and comfort.","step, spacious",Neutral
940558360730814569,"We really enjoyed our stay. The space was surprisingly larger in person. Very clean and had everything we needed for our weekend in Austin. <br/>The view of downtown was stunning! Balcony very private, and (with lots of patience) were able to get the hot tub cool enough to use in the early morning and evening even with the summer heat during the day. The on-street parking no trouble just half a block away. <br/>As other reviews have pointed out, the spiral staircase up to the unit is very narrow, so anything over a small carry-on may be a struggle to bring up. Just a helpful FYI.","stair, large, tub",Negative
952207404339593790,"Our stay was great, the place was clean and very nice. The only downfall is the spiral stairs which are pretty steep so itÃ¢?Âs not super accessible but other than that it was amazing. Air conditioning was on when we got there and check in was super easy. Great location (close to the concert we went to) and quiet neighborhood. Would recommend!!","stair, accessible",Negative
943410339390077830,"The two-story condo was spacious and clean with top-notch appliances, very nice dishes and cookware, plentiful glassware, wonderful ""clean"" products in the bathrooms and everything we needed for washing dishes and clothes. There were two thermostats for fine-tuning the climate controls (one upstairs and one downstairs). We plan to recommend it to our family members who will be in Lakeway for a wedding next year.","stair, spacious",Neutral
952831627807153062,"Pretty nice stay for large groups / bachelor party. A few complaints:<br/>1. I requested an early check in months prior, followed up multiple times, all for the host to let me know the morning of that early check in isnÃ¢?Ât possible. As an out of stater trying to coordinate a weekend with 14 people, i figured the least the host couldÃ¢?Âve done is accommodate a 3 hour early check in.<br/>2. Septic tank drain field is located in the center of the back yard. Backyard was flooded with pee/poop water by day three<br/>3. Cheap furniture in living room, common room & upstairs common room. Chair legs & futon legs loose/ broken <br/>4. Neighborhood complaints if music is Ã¢?Âtoo loudÃ¢?Â","stair, large",Neutral
952982541156155649,"My husband and I stayed at the Indigo for a night in town to attend a concert,  so we were needing something clean, convenient and safe.  The Indigo had an easy check in since we booked through Airbnb. The concierge was very friendly and they offered Valet! The security was great! The hotel doesn't allow you to utilize the elevator without your room key, which is such a great feature! The location was only three short blocks to our venue AND directly across the street from Stubbs! They offer a lovely bar, which we took advantage of before heading out to the show and the drinks were yummy!! Clean room, great view of the city,  upscale shower - it was just what we needed.  Would certainly book again if ever in the area!","elevator, tub",Neutral
953093239258145557,"While the location wasn't quite walkable to many attractions, it was situated in a lovely neighborhood within easy driving distance to popular tourist destinations. The backyard was a real highlight, offering ample space for relaxation and outdoor dining. The ping pong table provided hours of entertainment, adding to the overall enjoyable stay. However, the fourth bedroom was more like a cramped office, and the pull-out cot proved unusable, forcing two of us to share a bed. The strong and persistent paint fumes throughout the house were a major source of discomfort, casting a shadow over our experience. Additionally, the kitchen was poorly equipped with insufficient and dirty cookware, making meal preparation challenging. Overall, our experience at this Airbnb was a mixed bag. While we appreciated the location, backyard, and ping pong table, the shortcomings in the sleeping arrangements, paint fumes, and kitchen amenities dampened our overall satisfaction.",ramp,Neutral
945628067338865103,"Great place! The only thing I would say is to read the reviews and understand the check in process before you arrive. Everything is clear, but you have to pay attention to details. The apartment has a lockbox but you need a key to enter. Also has a fob for elevator. I could easily see how guests could be locked out. Other than that, it was perfect. I would certainly book again.",elevator,Neutral
954942863450302846,Enjoyed my stay. Have to be careful with stairs to bedroom due to different riser heights. The hot tub was a bit temperamental and kept turning off. It is in the woods so make sure to bring bug repellent. Overall it was an interesting place to stay. Nice amenities fairly close by. I would repeat.,"stair, tub",Negative
948100349598297355,"This home is overall nice and very comfortable. Walkable neighborhood and good restaurants nearby. Be cautious of the stairs, as others have stated. The kitchen does not have mixing bowls, so I had to wash produce in a cooking pot. The oven was unusable. Learned by smelling burning and seeing smoke during pre-heating cycle (oven was not cleaned); and then I learned there were no sheet pans or casserole dishes anyways. There was also no sponges to wash any dishes. The guest toilet seat was extremely loose and was holding on for dear life (safety hazard). The downstairs bedroomÃ¢?Âs sliding door fell off the loose tracks (safety hazard). It was very heavy trying to hold it up while shouting for someone to help me. The home had other great amenities, though, like a large washer and dryer and handheld clothes steamer; additional parking in the rear; and good air conditioning. Overall, the listing is very nice as far as aesthetics. 4 stars because the issues are easily fixable.","stair, large",Negative
955833527387385803,"This was perfect for our needs.  We had a great stay that exceeded our expectations.  The pictures looked good, but the place is even better.  We thought the property was fairly priced, in a great location, and had unique architecture and style to set it apart from so many cookie cutter rentals. This trip was adults only, and it was perfect for three couples and a single to catch up and hang out in-between going out in Austin.  The great room/dining room made for an ideal common area with ample seating and a large gas fireplace surrounded by windows with wooded views.  We don't usually stay at the same rental more than once, but I suspect we'll be back to this one.  <br/>Other notes: <br/>I wouldn't suggest going down the VERY steep driveway without an SUV or something with a little clearance, but there is also some parking up top and our cars did fine.<br/>The place is VERY heavy on stairs and elevation changes.  We loved it, but it is not a good choice for people who are mobility impaired.","stair, large",Neutral
955833527387385803,"It says it right in the name. This place is magical Ã°ÂÂ¤Â©Ã¢ÂÂ¨<br/>If you are a fan of architecture, this place will floor you. ItÃ¢?Âs modern, yet warm. Spacious, but cozy. Extremely private, with incredible wooded views from each window. <br/>The space was stocked with everything we neededÃ¢?Â¦and then some. BoÃ¢?Âs selection of books was fun to look through.<br/>I will absolutely check to see if this space is available when IÃ¢?Âm heading to Austin with friends next time.<br/>To be noted, the driveway is no joke. We rented a Suburban, due to our large travel party, and held our collective breath each time we parked. It was very tight! But you also donÃ¢?Ât want something low to the ground, because the down slope driving in is quite steep. Go for the Goldilocks option and get a midsize vehicle, if you rent something.<br/>Last thing, there are a lot of stairs throughout the house, so anyone with a mobility issue should take this into consideration.<br/>Cheers and hope to stay on this location again!","stair, large, spacious",Neutral
957391846288821714,"Pictures donÃ¢?Ât do the place justice - beautiful home with large rooms and comfortable beds. We had a little trouble with spotty internet but owner quickly responded and made a suggestion that solved the problem. Two small things to note - there is no outdoor space to sit and enjoy the beautiful setting and parking is a bit tricky due to another unit that shares the driveway - but when/if the attached garage is accessible, it will be perfect.  If you are looking for a gorgeous place in a quiet part of Austin, this is likely the best place youÃ¢?Âll find!  Highly recommended.","accessible, large",Neutral
949195636045122160,"Valerie and Kyle were excellent hosts who made every step easy and were very responsive and helpful. The house is spacious, clean, newly updated and very well equipped (in the kitchen and with plenty of games) and has a large patio and garden area. There is easy access to downtown and plenty of local cafes and bars, although you will probably need a car (there is an EV charging site across the street). We would definitely stay there again.","step, large, spacious",Neutral
949603719841462121,"This home was big, beautiful and extremely quiet. Vendant is friendly and extremely accommodating. Even though the bathroom wasn't directly in suite, it was only steps away from the bedroom, in which both resided in an private corridor. <br/>The only thing that surprised us was that there were other roommates, as it wasn't included in the listing. Other than that the place is a great stay for the price.","step, big",Neutral
957467133869081011,My daughter and friends were in town for wedding. Location was close to rehearsal dinner and wedding venue. The apartment was cute. We were only there for sleep and showering so everything worked out nicely. There were 5 of us and we never felt cramped.,ramp,Neutral
957873171168274017,"HeatherÃ¢?Âs place was perfect for our family of four. We could use the downstairs living space separately from the bedrooms upstairs. The desk nook upstairs also came in handy. The bathrooms were plenty large as well. The location is great, short distance to South Congress and places on Lamar. And the development that it was in had a Ã¢?Âtucked inÃ¢?Â and safe feel. We were super pleased!","stair, large",Neutral
950698238128190216,"This is a great 1 bedroom renovated place. The only thing is the really big stairs. If you have children or you're bringing a large and heavy thing, it'll be hard. <br/>Matt was a great host. He was quick to respond and very respectful.","stair, large, big",Negative
952159206814306002,"Our writers group had planned on taking a trip out into the hill country for a retreat during MLK weekend. However, the original place we had booked let us know their plumbing would likely freeze up during the ""arctic blast"" forecast for that weekend. We also had concerns about driving on icy roads. So, we looked for something in town instead, and Joe's ""Treehouse"" was an excellent Plan B for our retreat.<br/>The neighborhood was as quiet and filled with nature as our originally intended destination. There is a canyon behind the house and a forest across the street with a great nature trail. High ceilings and large windows inside the house let in lots of light. There were multiple seating areas, inside and outside, that were perfect for all of our writing sessions. Wireless chargers on nightstands were a plus. The only downside was the downstairs shower that had trouble during the hard freeze, but this was an extreme weather event. All 6 of us said we would definitely come here again.","stair, large",Neutral
952159206814306002,We had a beautiful stay at JoeÃ¢?Âs place! We enjoyed the big living room area with very comfortable couches and the coziest beds. The outdoor spaces and big windows really took it up a notch. There were so many serene decks to discover and we enjoyed atmosphere so much. It was accessible to so many restaurants and parks. We really enjoyed the walkable park up the hill with our kiddos and nephews! Thanks for the great memories.,"accessible, big",Neutral
952159206814306002,"Big house in the Hill Country area of Austin - beautiful! We loved the numerous porches and  outdoor spaces. Inside - large living room with a small work station off to the side, large dining area, nice kitchen with a lot of counter space. Master bedroom was lovely - large with attached bathroom.  The other two bedrooms were much smaller with a small shared bathroom.  Would be a great set up for a family with teenaged children (a little less so for three couples - one couple definitely gets a better situation). Nice to have a washer and dryer onsite.  Should mention that there were LOTS of stairs all over the house (It has some very interesting architecture) and the driveway is steep.  Nice park with open space as well as a 1 mile trail through the woods. <br/>There were a few blips, but Joe was very responsive - would message back to answer questions/issues in literally minutes.","stair, large, big",Neutral
952159206814306002,"This home was perfect for us.  It is in a safe neighborhood and beautiful outside deck views.  Only thing is it is not handicap accessible.  We loved the layout of the house but lots of stairs.  We would stay here again if we were in the area.  Great family gathering spaces.  Joe was a fantastic host. When we notified him of an issue he was quick to respond.  Overall, excellent experience!","stair, accessible",Negative
